source,reference,product_id,name,brand,price,price_cents,availability,color,image_url,product_url,category
zara,494354653,494354653,LIMITED EDITION REVERSIBLE JACKET,Zara,319.0,31900,in_stock,Chocolate,https://static.zara.net/assets/public/943f/71dd/0de84b4baa42/61935843d4e8/03548900717-e1/03548900717-e1.jpg?ts=1760356108801,https://www.zara.com/us/en/limited-edition-reversible-jacket-p03548900.html,jackets
zara,494354654,494354654,CONTRASTING HERRINGBONE LIMITED EDITION BOMBER JACKET,Zara,339.0,33900,in_stock,Black,https://static.zara.net/assets/public/93fb/3be6/90754b9b9c96/3908b3e399ae/08695750800-e1/08695750800-e1.jpg?ts=1760356121903,https://www.zara.com/us/en/contrasting-herringbone-limited-edition-bomber-jacket-p08695750.html,jackets
zara,454288702,454288702,TRF RIPPED DENIM OVERSHIRT,Zara,69.9,6990,in_stock,Light blue,https://static.zara.net/assets/public/e508/ccb7/4ed741ecb56f/09767975876f/04365270406-p/04365270406-p.jpg?ts=1755612821251,https://www.zara.com/us/en/trf-ripped-denim-overshirt-p04365270.html,jackets
zara,484406271,484406271,CROPPED TRENCH COAT,Zara,99.9,9990,in_stock,Mid-camel,https://static.zara.net/assets/public/cf7e/9e46/a04b4a34bf76/53b6c92eaaf5/05320888756-p/05320888756-p.jpg?ts=1755679703858,https://www.zara.com/us/en/cropped-trench-coat-p05320888.html,jackets
zara,462010863,462010863,100% SUEDE JACKET,Zara,269.0,26900,in_stock,Light sand,https://static.zara.net/assets/public/5ce7/3fdc/cbc74893aa52/cb9c13f047b2/04341701752-p/04341701752-p.jpg?ts=1756389460618,https://www.zara.com/us/en/100-suede-jacket-p04341701.html,jackets
zara,485782149,485782149,TRF RIPPED DENIM OVERSHIRT,Zara,69.9,6990,in_stock,Light blue,https://static.zara.net/assets/public/eecb/20d6/b1fb48789358/2d828e4ab022/04365270406-a2/04365270406-a2.jpg?ts=1756391753868,https://www.zara.com/us/en/trf-ripped-denim-overshirt-p04365270.html,jackets
zara,457299693,457299693,EMBROIDERED BEADED FAUX SUEDE VEST,Zara,79.9,7990,in_stock,Tobacco Brown,https://static.zara.net/assets/public/cfed/059e/590d43abb57d/7e153d207264/04344621755-a1/04344621755-a1.jpg?ts=1755764886018,https://www.zara.com/us/en/embroidered-beaded-faux-suede-vest-p04344621.html,jackets
zara,483424541,483424541,SOFT BOMBER JACKET,Zara,59.9,5990,in_stock,Black,https://static.zara.net/assets/public/691b/0eb4/9e2844498b9d/7ba1a209d400/03046070800-a4/03046070800-a4.jpg?ts=1755073494905,https://www.zara.com/us/en/soft-bomber-jacket-p03046070.html,jackets
zara,456847183,456847183,LINEN SAFARI JACKET,Zara,41.94,4194,in_stock,Sand,https://static.zara.net/assets/public/4b04/a847/9fcf4cc096a7/a398c017e6ad/08135734711-p/08135734711-p.jpg?ts=1753705472992,https://www.zara.com/us/en/linen-safari-jacket-p08135734.html,jackets
zara,457154893,457154893,LINEN OVERSHIRT,Zara,41.94,4194,in_stock,Light blue,https://static.zara.net/assets/public/81c4/a449/e3524f0b887d/4843dfe1516c/08133753406-a4/08133753406-a4.jpg?ts=1753268376191,https://www.zara.com/us/en/linen-overshirt-p08133753.html,jackets
zara,452717753,452717753,SUEDE LEATHER JACKET,Zara,269.0,26900,in_stock,Dark brown,https://static.zara.net/assets/public/6751/1a03/b2ea43f3b0c0/761b32fe8414/03067508832-000-a2/03067508832-000-a2.jpg?ts=1755857196451,https://www.zara.com/us/en/suede-leather-jacket-p04341878.html,jackets
zara,459127722,459127722,100% SUEDE LEATHER JACKET,Zara,229.0,22900,in_stock,Champagne,https://static.zara.net/assets/public/23d4/82c0/a80540428a1e/c728d98c6db9/04341744713-a1/04341744713-a1.jpg?ts=1753352928286,https://www.zara.com/us/en/100-suede-leather-jacket-p04341744.html,jackets
